cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_22_c0001,M1_CERT_22,m1_contour_0,2,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.7,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_22_c0002,M1_CERT_22,m1_contour_0,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.4,2145.998697916667,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_22_c0003,M1_CERT_22,m1_contour_0,2,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.6,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_22_c0004,M1_CERT_22,m1_contour_0,2,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.6,2145.0641033722713,0,0,0,inf,nan,1.0,False,True,0.03999077941990237,908cfccbd249de22,M1_CERT
M1_CERT_22_c0005,M1_CERT_22,m1_maze_0,0,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.0,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_22_c0006,M1_CERT_22,m1_maze_0,0,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,67.3,2150.924479166667,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_22_c0007,M1_CERT_22,m1_maze_0,0,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.3,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_22_c0008,M1_CERT_22,m1_maze_0,0,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.5,2137.7890625,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_22_c0009,M1_CERT_22,m1_microtexture_3,3,200.0,0.05,COUNTEREXAMPLE,nan,1.2135466940492825,SKIPPED_COUNTEREXAMPLE,,63.2,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_22_c0010,M1_CERT_22,m1_microtexture_3,3,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.7,2157.4921875,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_22_c0011,M1_CERT_22,m1_microtexture_3,3,2000.0,0.05,COUNTEREXAMPLE,nan,1.3348100471146358,SKIPPED_COUNTEREXAMPLE,,63.9,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_22_c0012,M1_CERT_22,m1_microtexture_3,3,2000.0,0.6,COUNTEREXAMPLE,nan,1.4877505324547975,SKIPPED_COUNTEREXAMPLE,,65.7,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
